id,invoice,totalSaleAmount,invoiceDate,deliveryDate,name,description,sku,protectionPlanName,protectionPlanDuration,protectionPlanPrice,protectionPlanSku,protectionPlanPeriod,customerId,createdAt,updatedAt
5b6d5063-111b-475f-a0bc-8d455f94ee99,u43pe2aj0n,147.15,2021-10-13 23:54:50.558+00,2021-08-14 04:53:16.937+00,Rustic Granite Bacon,Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support,s3foi,Adjustable King Mattress Base Protection Plan,6,484,REGKADJPRO5,Years,19c03c18-5986-46c2-8ac4-1896a77b6e45,2023-03-30 21:49:39.715623,2023-03-30 21:49:39.715623
6370f5a2-df0b-4e95-bf74-b13fd9158c1b,r82qsxed4m,14.18,2021-01-31 09:45:31.863+00,2022-04-24 04:22:06.757+00,Unbranded Fresh Cheese,Carbonite web goalkeeper gloves are ergonomically designed to give easy fit,mmnwr,Outdoor Furniture Protection Plan,5,347,REGOUTDRF,Years,4bfc7eea-badc-4475-a546-941e08f2629e,2023-03-30 21:49:39.716689,2023-03-30 21:49:39.716689
a242bc30-358e-4f92-83c2-e089f12fd933,nzpi9l7e6p,176.95,2021-12-24 18:44:58.91+00,2021-12-10 03:04:08.914+00,Practical Steel Shirt,New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart,zv3fy,Adjustable King Mattress Base Protection Plan,6,484,REGKADJPRO5,Years,fd3d58c5-08e8-4f0f-97f8-024f87d173db,2023-03-30 21:49:39.71777,2023-03-30 21:49:39.71777
87fadd0d-0cde-4ab3-ad32-892650de633f,rm01ash48r,212.71,2022-04-12 02:44:05.13+00,2021-03-15 03:17:50.652+00,Rustic Soft Computer,The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality,e3x2n,Adjustable Mattress Base Protection Plan,5,693,REGADJPRO5,Years,a7608aca-7a16-4e1d-916d-a4e795ed874f,2023-03-30 21:49:39.718933,2023-03-30 21:49:39.718933
88d883db-ec92-470c-8c4d-c5a84a577fc6,qsvcr0h8h8,778.36,2021-08-07 15:10:04.837+00,2021-02-27 08:05:16.205+00,Tasty Rubber Shoes,The Football Is Good For Training And Recreational Purposes,k1v5l,Adjustable King Mattress Base Protection Plan,6,146,REGKADJPRO10,Years,8937db91-e873-47f2-a6ff-73ec97c6d471,2023-03-30 21:49:39.720218,2023-03-30 21:49:39.720218
9ce20b3d-1cd6-4908-a1b1-2a8669dcc2f4,6jbzw9pik7,493.29,2021-12-22 12:30:38.427+00,2021-09-07 11:54:58.926+00,Elegant Fresh Hat,"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016",x90mq,Adjustable King Mattress Base Protection Plan,6,484,REGKADJPRO5,Years,a13983c5-186b-4655-a0a0-a7f1ce7bf23c,2023-03-30 21:49:39.721289,2023-03-30 21:49:39.721289
d63e411b-5ea7-44de-b457-6151158c16e3,5ycrvx7xhg,791.15,2021-12-21 02:08:58.12+00,2022-05-02 15:22:38.163+00,Recycled Frozen Shirt,The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients,qt00w,Furniture Protection Plan,3,446,REGFURNPRO,Years,6d38c59b-31f7-47b4-9f54-56dd830dccf3,2023-03-30 21:49:39.722485,2023-03-30 21:49:39.722485
bc557d15-e3c6-4297-983d-7ae11f18b66b,9zxcb7p1um,901.96,2022-05-23 15:07:19.721+00,2021-01-17 18:36:56.114+00,Unbranded Fresh Cheese,Carbonite web goalkeeper gloves are ergonomically designed to give easy fit,mmnwr,Adjustable Mattress Base Protection Plan,5,693,REGADJPRO5,Years,1a6c2a0a-f452-41c1-bbff-7556936f1854,2023-03-30 21:49:39.72362,2023-03-30 21:49:39.72362
81f1985e-08d7-43ce-bb94-0a9bfca79cb1,mx4z22hh7e,860.65,2021-11-15 06:47:24.141+00,2021-01-17 06:22:06.432+00,Tasty Wooden Cheese,The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients,xz0w0,Furniture Protection Plan,3,446,REGFURNPRO,Years,0e0f0f46-2509-41c6-b3b2-f8bbdcc2e744,2023-03-30 21:49:39.724711,2023-03-30 21:49:39.724711
c04e6d08-aed4-4064-8da8-d8d73e5522d8,6whv5jj8hi,23.01,2021-04-10 17:16:44.909+00,2021-10-23 15:06:38.912+00,Modern Bronze Soap,New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart,rvuf9,Adjustable Mattress Base Protection Plan,5,693,REGADJPRO5,Years,69615186-43c4-4db7-a837-cc12a9437572,2023-03-30 21:49:39.725795,2023-03-30 21:49:39.725795
315c0e25-e671-4760-b183-13d67ec3e743,qeff84kk2z,237.76,2021-10-28 07:59:09.106+00,2021-04-08 15:59:40.357+00,Intelligent Fresh Hat,"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals",sn3ta,Adjustable Mattress Base Protection Plan,9,920,REGADJPRO10,Years,03f317a7-3559-4848-aabd-e83a27039eef,2023-03-30 21:49:39.726949,2023-03-30 21:49:39.726949
c499973b-6874-4096-8bd6-1a9e55d4b0d7,lqbx7qjpww,632.95,2021-02-27 04:07:21.497+00,2022-02-01 14:52:01.176+00,Modern Concrete Computer,"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016",21214,Outdoor Furniture Protection Plan,5,347,REGOUTDRF,Years,233a9545-3fca-4941-bd8c-c9ea0f03722b,2023-03-30 21:49:39.728309,2023-03-30 21:49:39.728309
410f9edd-573a-45d8-8436-2d9c8c182924,r4nfiljdr0,398.66,2021-06-16 17:28:29.69+00,2022-05-04 07:31:23.239+00,Handcrafted Metal Pants,"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design",33b8r,Adjustable King Mattress Base Protection Plan,6,146,REGKADJPRO10,Years,008f1d1d-9906-4430-bcee-7c3dad2a3599,2023-03-30 21:49:39.729788,2023-03-30 21:49:39.729788
558bab17-577b-422e-8bc0-1b9627068bfe,6y9od1835e,429.2,2021-04-27 07:34:46.696+00,2022-02-17 09:12:48.491+00,Incredible Granite Pants,Carbonite web goalkeeper gloves are ergonomically designed to give easy fit,shpun,Adjustable Mattress Base Protection Plan,9,920,REGADJPRO10,Years,5a54bbec-e954-4bc2-a95c-54b98e3bef92,2023-03-30 21:49:39.731286,2023-03-30 21:49:39.731286
efd9f551-abd0-4941-b613-1b0df52439a4,vupxvscno7,256.45,2021-08-10 02:18:01.834+00,2021-09-21 09:04:15.147+00,Tasty Rubber Sausages,"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J",2guve,Adjustable Mattress Base Protection Plan,9,920,REGADJPRO10,Years,12673ece-c60f-48cb-858f-83be752e465b,2023-03-30 21:49:39.732748,2023-03-30 21:49:39.732748
307759e3-e154-450d-aeb3-97bb662876da,oqlcw4qa0m,236.67,2021-12-07 23:41:05.059+00,2021-08-23 14:46:30.267+00,Oriental Metal Chips,The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients,qc95i,Adjustable King Mattress Base Protection Plan,6,146,REGKADJPRO10,Years,3a9a5d30-5367-4d26-8010-50102ee3fd66,2023-03-30 21:49:39.734129,2023-03-30 21:49:39.734129
55fddf5e-d392-4b1b-8d46-fa71fe660d96,kl7t6g7hhr,677.86,2021-09-09 08:52:03.226+00,2022-04-17 05:37:48.801+00,Modern Wooden Shoes,"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive",7tw7u,Adjustable Mattress Base Protection Plan,5,693,REGADJPRO5,Years,40073800-3aca-4c8a-a91e-4c54ae70feae,2023-03-30 21:49:39.735308,2023-03-30 21:49:39.735308
f78769b0-663c-44ee-99d9-16483adaaae1,1kt09xjxja,14.75,2022-04-06 19:03:07.412+00,2022-03-24 23:22:52.774+00,Luxurious Rubber Pants,"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016",j7df4,Adjustable King Mattress Base Protection Plan,6,146,REGKADJPRO10,Years,f4694f44-21a2-4e6f-a54a-6b97d774ebbd,2023-03-30 21:49:39.736417,2023-03-30 21:49:39.736417
d5053183-18c6-4830-ae26-3082522f40b3,q6qtrxju95,688.57,2021-12-15 12:10:56.068+00,2022-05-12 14:07:35.874+00,Licensed Rubber Soap,New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart,akvfv,Adjustable Mattress Base Protection Plan,5,693,REGADJPRO5,Years,8c8044f8-4f67-4d68-911a-c5d6ab41aa10,2023-03-30 21:49:39.737457,2023-03-30 21:49:39.737457
b9bb0633-e273-4ff8-9201-dfdd65c138ab,41b682ltsa,944.81,2021-01-16 20:11:44.187+00,2022-05-18 09:28:51.605+00,Intelligent Cotton Pizza,Carbonite web goalkeeper gloves are ergonomically designed to give easy fit,lzfm9,Furniture Protection Plan,7,9,REGRUGPRO,Years,9ea6c149-705c-47b1-a65e-3dc420ddbd2f,2023-03-30 21:49:39.73864,2023-03-30 21:49:39.73864
8a2f6578-816b-4e89-b0c5-c1145d63ce45,wkpxfjuv4n,515.25,2021-06-24 05:06:07.586+00,2021-09-24 07:01:45.97+00,Oriental Metal Chips,The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients,qc95i,Adjustable Mattress Base Protection Plan,5,693,REGADJPRO5,Years,3f23ac51-0faa-412f-90e5-a09e9298ea9c,2023-03-30 21:49:39.739701,2023-03-30 21:49:39.739701
d7ba08bd-e150-4f6b-8490-b17b80c31df3,tjc3klzgrq,893.74,2021-06-05 09:29:39.382+00,2021-03-10 18:13:38.784+00,Bespoke Soft Mouse,"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016",97gvu,Outdoor Furniture Protection Plan,5,347,REGOUTDRF,Years,154d727e-cdf2-494e-80dc-1312fa0b95d5,2023-03-30 21:49:39.74091,2023-03-30 21:49:39.74091
1c0205ee-dd82-43ea-b3f4-f107ce25a172,29n3k8zgm5,495.17,2021-06-06 17:30:20.812+00,2021-03-04 03:03:37.387+00,Electronic Granite Ball,New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart,serix,Outdoor Furniture Protection Plan,5,347,REGOUTDRF,Years,4709daca-0901-4891-9660-f26797b77ff7,2023-03-30 21:49:39.742063,2023-03-30 21:49:39.742063
e8e855a3-2bed-4b53-aadb-4aceb8781ed2,udk13u3ijz,20.73,2021-04-26 17:20:11.905+00,2021-02-06 04:48:21.475+00,Electronic Bronze Chair,"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design",7k7ck,Outdoor Furniture Protection Plan,5,347,REGOUTDRF,Years,83c98077-946f-455f-8e20-b080e1c71db5,2023-03-30 21:49:39.743162,2023-03-30 21:49:39.743162
1c621407-5b5a-44d3-9be1-a89056182a1e,sd48we2ry8,698.1,2021-05-28 14:19:46.157+00,2021-06-18 07:39:55.54+00,Unbranded Fresh Cheese,Carbonite web goalkeeper gloves are ergonomically designed to give easy fit,mmnwr,Adjustable Mattress Base Protection Plan,5,693,REGADJPRO5,Years,8b18f3ac-1598-4fce-8dbf-a6cfba1cb874,2023-03-30 21:49:39.744379,2023-03-30 21:49:39.744379
8cb50e57-224f-42a4-b0ab-8347321cde6c,4y21lv13ig,256.53,2021-06-01 08:44:22.888+00,2021-07-03 05:52:15.169+00,Sleek Bronze Chips,The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality,oq4ks,Outdoor Furniture Protection Plan,5,347,REGOUTDRF,Years,76b433a4-cb3a-49e5-869a-ab104593c432,2023-03-30 21:49:39.745591,2023-03-30 21:49:39.745591
621efcee-8fc4-4ed8-a690-e26b1cebfdf2,42skh4hz0d,533.41,2021-06-23 04:16:30.518+00,2021-11-24 22:25:54.588+00,Intelligent Cotton Computer,The Football Is Good For Training And Recreational Purposes,o6ei3,Outdoor Furniture Protection Plan,5,347,REGOUTDRF,Years,0cac7fa4-36e9-4f07-af30-c5a1cc133d25,2023-03-30 21:49:39.746814,2023-03-30 21:49:39.746814
82a2d346-566d-479c-93ab-1908414ab9cf,oyivey94w6,51.31,2022-01-06 09:57:35.863+00,2021-06-17 22:46:37.89+00,Elegant Concrete Gloves,New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart,r0qfk,Adjustable King Mattress Base Protection Plan,6,484,REGKADJPRO5,Years,c387e5de-7859-40f0-90fe-cf5ee8be78de,2023-03-30 21:49:39.748017,2023-03-30 21:49:39.748017
85329ccd-c772-4c36-8c64-6d12a869e138,42pvfuu6ba,469.13,2021-12-19 06:41:12.417+00,2021-01-01 13:32:32.268+00,Fantastic Soft Hat,The Football Is Good For Training And Recreational Purposes,wio7z,Adjustable Mattress Base Protection Plan,9,920,REGADJPRO10,Years,5777c5d5-5e9b-4ee7-8c52-59dea331ce6e,2023-03-30 21:49:39.749217,2023-03-30 21:49:39.749217
c33d8a8b-4d4b-45a8-a6c2-a8a33ec63568,9xetcfz1xg,443.99,2022-01-15 06:44:57.512+00,2021-02-18 17:01:05.221+00,Generic Bronze Keyboard,Carbonite web goalkeeper gloves are ergonomically designed to give easy fit,cqrbk,Adjustable King Mattress Base Protection Plan,6,484,REGKADJPRO5,Years,ba923654-cf67-4d89-8ec0-db6ddd42edca,2023-03-30 21:49:39.750415,2023-03-30 21:49:39.750415
3ea4cb4a-43ec-4587-ac81-ab4fd103b851,cms78fzvdl,418.37,2021-04-14 02:33:07.675+00,2022-02-27 09:41:16.282+00,Practical Rubber Towels,"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design",3ay98,Furniture Protection Plan,3,446,REGFURNPRO,Years,be01d128-6f57-488e-bd69-eedf4fa014db,2023-03-30 21:49:39.751515,2023-03-30 21:49:39.751515
795fbb02-ab84-4ed5-8a51-3ac539d321dd,in84sa6xp5,390.75,2021-04-21 19:39:31.653+00,2021-04-04 13:20:33.673+00,Gorgeous Cotton Pizza,Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support,06n5y,Adjustable Mattress Base Protection Plan,5,693,REGADJPRO5,Years,4ddc1fca-fcbf-4b97-b947-d5bffe13e122,2023-03-30 21:49:39.752584,2023-03-30 21:49:39.752584
6890fd92-d8c5-4b3a-814d-93a78e700599,84i8jo00bb,716.68,2021-11-15 01:49:30.428+00,2021-01-29 17:40:39.749+00,Handmade Bronze Ball,New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart,iymwy,Adjustable King Mattress Base Protection Plan,6,146,REGKADJPRO10,Years,cbe4ef2b-183a-455f-8e2c-1a22bf126b76,2023-03-30 21:49:39.753619,2023-03-30 21:49:39.753619
67205a6e-af4c-46c5-83ff-aa1248a663cf,3udlsce24k,264.52,2022-03-15 22:10:26.971+00,2021-08-29 14:35:47.526+00,Incredible Steel Chair,The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients,cn6ay,Furniture Protection Plan,7,9,REGRUGPRO,Years,b6ed8a86-cd19-448f-91ea-a8ea0c3a685d,2023-03-30 21:49:39.754822,2023-03-30 21:49:39.754822
86677967-0648-40b9-814d-33366d7050cb,wo05tl78ro,192.15,2021-12-17 00:56:32.846+00,2022-03-09 15:21:50.079+00,Bespoke Cotton Ball,Carbonite web goalkeeper gloves are ergonomically designed to give easy fit,aljc1,Adjustable King Mattress Base Protection Plan,6,146,REGKADJPRO10,Years,8cbdda24-8e2d-4430-88dc-7fafede0351c,2023-03-30 21:49:39.755915,2023-03-30 21:49:39.755915
e2effe71-1639-46d7-9cd4-e102da28baae,vrgd28vjgf,50.72,2021-10-26 10:04:46.444+00,2022-02-18 04:58:28.281+00,Sleek Bronze Bacon,New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart,2ibs0,Adjustable Mattress Base Protection Plan,5,693,REGADJPRO5,Years,9de688cb-62ae-4f25-86cf-517e17a5232c,2023-03-30 21:49:39.757084,2023-03-30 21:49:39.757084
8afc0602-e6be-46ac-abf8-eb41d2616534,xtdglnisj0,115.54,2021-03-06 17:53:30.038+00,2021-05-16 23:23:05.652+00,Modern Fresh Chair,The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality,vwphw,Adjustable Mattress Base Protection Plan,9,920,REGADJPRO10,Years,43d1e9cc-0fe7-4ee4-9d56-3ab1b0d19378,2023-03-30 21:49:39.758176,2023-03-30 21:49:39.758176
